phases,max energy gap,n compositions
C Dy H N O S,4.3,1
La Li O Sn,4.3,1
Ga H K Mo O,4.7,1
Ce Mn N,4.0,1
Ba H K Na O Si Sn,4.8,1
K Mg Na O Si Sn,4.8,1
Ca K Na O Si Sn,4.7,1
Al Cs Li O Si,5.1,2
Fe O Pb Sr Ti,3.4,1
Dy H K O P,5.0,2
Bi Fe Nd O,4.7,2
Ni Sn Y Zr,3.2,1
Ga Ge N Sr,4.1,1
Ca Fe K O P,4.8,1
Ge In Li Yb,3.7,1
Co Cu H O P,4.4,1
C Cs H N Na O Pt,3.5,1
O Pr Si Sr,4.9,1
H K Mo O Pt,4.6,2
B K O Zn,4.4,2
Ag Cs Nb P S,4.4,1
Ca H Na O P S,5.7,2
H Na O P S Sr,5.5,2
K O P Pr,5.3,3
C K N O Tc,4.2,1
Cr Cs P S,4.4,1
Ag As Mo Na O,4.1,1
C Cd H K N O Se,4.3,1
C Cu F H N Si,5.6,1
C F H N S,5.6,1
B Br C F N,5.8,2
C F H N,5.7,2
Nb Sn Tb,4.2,1
Al Bi Ga O,5.4,3
B H Li O P V,4.5,1
B Pr S,4.8,1
B S Tb,3.6,1
Ga La Sb,4.3,2
Cr H N O W,5.3,1
C K N Pd S,4.5,1
Ca O P Sn,5.2,1
Ba C Cl H N O Pt,4.4,1
Na Sn Sr,4.4,2
Ga H K Mn O P,4.8,1
Ir Sn Te,4.2,1
Ce H K Na O Si,4.5,1
Eu H La Na O Si,4.5,1
Ca O Sr W,4.9,3
Li Ni O Ti,3.5,3
Al Bi Ca O,5.0,1
Ba O Pb Sc Ta,3.5,1
Cs Cu O Si,4.7,4
Bi Ge Na O Pb,4.7,1
Ca Ge O Pb,5.0,2
Ca Ge O Pb Si,4.4,1
Ca O Pb Si,5.0,2
Cl H Mg O,6.0,14
H Na O Si Sr,5.1,2
Cu O P Rb,4.8,4
Ga La O Si Ta,3.5,1
H K Nb O,5.1,4
As Ba Cd Sr,4.4,1
As Ba Cd,4.6,3
As Cd Sr,4.1,2
B Ge O Tb,5.1,1
F H O S Tb,5.3,1
F H Nd O S,5.4,1
H Li Mg O U,4.7,1
H Li Na O U,5.0,1
Ga K Sn,3.3,1
Ba In Sb,4.0,2
Eu Ga Sb,4.1,2
Fe Sb Tb,4.5,1
Fe Gd Sb,3.9,1
Cu H N O Si W,4.4,2
B C Cl Cs N,4.5,1
D0+ Li O Sr Ta,3.3,1
Co H O W Zn,4.4,1
H Mn Na O W Zn,4.1,1
C H Na O U,5.0,3
Ni P Th,3.4,2
Cd F Sb Sr,4.8,1
Cd Eu F Sb,4.1,1
Ba Cd F Sb,4.8,2
Ba Cd O Sb,3.2,1
H Nd O Se V,4.4,1
Eu O Se V,4.9,1
O Se Tb V,4.5,1
H Li O Sr Ta,4.3,1
H Na O Pd Se,4.7,1
O Pb Sc Te Ti,4.4,1
C F H N O Pr,5.1,1
C F H La N O,5.4,1
C F H N Nd O,4.7,1
C Eu F H N O,4.9,1
C F H N O Sm,4.9,1
C F Gd H N O,4.6,1
Al O Pb Ti,4.7,1
C Er F H N O,5.2,1
C F H N O Y,4.8,1
C Dy F H N O,4.4,1
C F H Ho N O,4.7,1
Ba Co O Te,4.0,2
B Cl Cs O S,4.5,1
B Cl Li O S,5.2,1
B Cl K O S,5.8,2
B Cl O Rb S,5.1,1
B I Na O S,5.4,1
B H I Na O S,5.2,1
B H Na O S,4.2,1
B Br Na O S,5.0,2
Br Ca N Sr,1.1,1
C Cl H O P Sr,5.0,1
Au Lu Te,4.4,3
H K O P Sb W,4.1,1
Co O Pb Te,5.4,4
Br Cl H Ir N Rh,5.6,1
B Na Si,3.4,1
Br Cl H Ir N Re,5.4,1
Cl H N O Rh W,4.4,1
Cl H N Rb Te,5.1,1
Ag As Hg S Sb,4.0,1
C H N O Rh S,4.7,1
Li O Si Sr,4.2,1
F H N O Pd,4.8,1
C F H Nd O,5.0,1
B Na O Zn,5.1,2
Cl H Mo N O Rh,4.8,2
B K Na O Sr,4.0,1
C H O Sb,4.4,1
Al Ca O Sn,5.1,1
C O Rb Sr,4.3,1
Cr Nd Ni O Sr,4.5,2
Ge Ir Se,4.3,1
Co Dy Fe Ga,3.6,1
Al C Ca H O Sr,4.0,1
Al H O Si,5.5,10
Ge O Si,5.7,5
I Li P S,4.4,1
Cl Li P Se,3.7,1
As I Li S,4.5,1
As I Li Se,4.3,1
Li P Se,5.6,1
Be N P,4.3,1
Al Pd Zn,2.5,1
Cs Ge H K Nb O W,3.2,1
Li P S Se,4.0,1
Al B H Li,3.9,1
F H O S Sb,6.1,1
C F N S,5.6,2
Ca Eu Mn O,4.3,2
Bi Ca Ga O,5.1,1
Ba Ge La O,5.1,1
La Mg O Si,4.4,2
B Cr Ru Ti,3.3,1
Ir P Sm,3.4,3
Li Rh Sn,4.3,3
Ga H In N Ni O P,5.2,1
Ca F Li O Si,4.7,1
Ca F K O Si,4.8,1
B H Na O U,4.9,4
B H O Pu,5.0,1
B Ba H Np O,4.4,1
Cl H Ni O P,4.7,2
F Fe Li O S,5.0,2
F Fe Na O S,5.1,2
Cl H N Pt,4.8,2
Al C F N O,5.4,1
B C F H K O,5.4,1
B C F O,6.0,3
Cs Na O P Zr,4.4,1
Al Mg Ni O Si,4.3,1
Ba Pd Sb Sn,2.8,1
As Cs Cu Hg S Sb Tl Zn,5.4,1
As Cu Hg S,4.2,1
Eu Mn O Y,3.8,1
Cd Co La O,3.2,1
Bi Cd Fe O,4.7,1
Ba Co Cu Nd O Zn,3.1,2
C N Ni Zn,3.6,1
F H K N O V,5.3,1
C F O Rb S,5.5,3
C F H Na O S,5.7,4
K Nb O Sb W,4.5,1
K Nb O Sb Ta W,4.1,1
Ag Fe Na O P,4.3,1
Ba Li Nd O W Y,4.6,1
As F H Tl,6.1,1
F N O S,5.4,3
Co F H N O,5.5,1
As B F K,5.6,1
O Sm Sr Ti,3.6,1
As B Cs F,5.7,1
Ba C Fe H Mn N O,3.9,1
Ca Cd H O P,4.3,1
Fe O Sb Sr,4.9,3
C Ga H Mg O,2.7,1
C Co Ga H O,3.6,1
C Ga H Ni O,3.5,1
Ba Fe Nb O Ti,4.7,2
Ba Co Fe O Ti,3.6,1
Ca Ce Fe Mo O,3.8,1
Ca La O Sb Sr,4.2,3
Ca O Sb Sm Sr,3.8,3
Ca Fe O Sb Sr,4.8,1
Bi Cd Te Zn,4.1,1
Co La Mn O Pb Pt,4.2,2
Cu H Na O W,5.1,3
K Na O Pb V,4.3,1
C H O P W,3.6,1
C Fe H Mn O P,4.6,1
Co H Na O P W,5.2,2
C Co O P,4.5,1
Cd Cl H N Rb,3.6,1
Br Cd Co H N O,5.6,1
Ba Ga In O Zr,4.2,1
Ag O Ta,4.6,1
Ba Eu O Si Zr,4.2,1
Ca Fe Ni O Pr,5.1,1
Ca Co Fe Nd O Sr,2.1,1
Fe Nd O Sr,4.6,8
Cr Ni Ti V Zr,3.4,1
Ce O Sr V,4.4,1
B C H Li N,4.4,1
Ga Hg Te Zn,5.7,1
Cd Ga Hg Te,5.1,1
Cd Hg In Se,4.8,1
Cd Hg In Te,4.4,1
Cd Ga Hg In Se,4.8,1
F La Nb O Rb,3.6,1
Cl Cu F La Nb O,3.5,1
Bi La Mn O,3.7,1
Bi Cr Mn O,4.6,2
Bi La Mn O Sb,4.3,1
Bi Cr O Sb,5.3,1
Bi Fe O Sb,5.4,2
Cr Cu Mn Nd O,3.4,1
B Ca D0+ O,4.4,1
Bi Dy Fe Nb O Pb,4.3,1
Ba La Mn O Sn,4.7,2
Cd O Tc,4.6,2
Bi Dy Fe O Pb W,4.7,1
Al Ba Eu N O Si Y,5.3,1
As Ba Fe Sr,3.9,1
Cu Sn Tm,3.1,1
Al Cr Cs F,5.4,1
K Li Na O V,3.5,1
Cd N Na O,4.7,1
Ba Ge Mg N,5.3,2
Eu La Li O Ta,4.7,2
Eu H La Li O Ta,3.9,1
Fe Nd O Sr Ti,4.9,1
Fe La O Sr Ti,4.5,2
Fe Gd O Sr Ti,5.0,1
Cr Gd Mn O Sr,3.9,1
As H Na O P,3.9,2
Cr O P Rb,4.6,1
Ag In O P,4.8,3
Ag H Mg O P,4.6,1
Ag As K Na Nb O,4.3,1
Al Cr H Mo O,4.2,1
F H K Ni O Zr,5.4,1
Cs Pd Se U,4.1,1
Cd Eu O Sb,3.7,1
H O Pr S,4.9,4
O S Si Y,4.7,1
Ca H Na Ni O P,4.9,1
As H K Mo O,4.4,1
Mo Pt Si,3.6,2
Al Nb O P,4.7,1
Ca Li Nb O,4.5,2
K Nb P S V,4.8,1
Cd H N O S,5.3,4
Ga H K Mn O P Rb,3.7,1
B Mo Nd O,5.0,1
Ag B H Mg O P,4.6,1
C Hg I S,4.9,1
Ba C H O Sr,4.6,1
Ca H Mn O S,4.3,1
Ba Br La,5.7,2
Al K O P Sn,5.5,1
B H K O,5.1,12
La Sn Zn,4.3,3
Ba Mn Se Sn,5.2,1
I O Pb V,4.8,1
Co Mn O Pr Sr,4.3,4
Ca Fe O Ta,3.3,1
Al C H N Na O Si,3.9,2
F Fe H Mg O P Si Ti,4.5,1
C O Tc,5.0,1
C H O Tc,4.8,1
Bi Fe Ga O,4.7,3
C Cl H N O U,4.7,1
B K O Si,5.0,5
F K Mo Na O,5.3,2
F K Mo O Rb,5.4,1
H Na Np O,5.3,6
H Na O Pu,5.0,2
Cr H Na Np O,4.5,1
F O Rb Ta,5.5,3
F H K Li O Zr,6.0,1
Au F Hg,5.8,2
F O Xe,6.3,2
Ag Au F,6.8,4
Co H K O V W Zn,4.3,1
H K Ni O V W Zn,5.1,1
Be H O Sr,4.2,1
Al C Cl F O,5.4,1
Ca Gd Nb O Zr,3.8,2
Ca Gd O Ta Zr,3.3,1
B H Mn N O P,5.0,3
C Cl O P,5.3,1
B Bi Pb S,5.2,1
B H Li N Na,4.4,1
H O Sr Te,4.8,1
O Pr Sb Zn,4.5,2
Au C H N Ni O,4.2,1
Au C Cu H N O,5.0,2
Au C H N O Zn,4.4,1
B H K Y,5.3,2
Cs H I In O,5.5,1
Bi Fe Mn O Sm,4.5,1
C H Mn Na O W,4.4,1
B H O P Ti,5.4,3
B H K O P Ti,4.9,1
B H Li O P Ti,5.1,1
B H N O P Ti,5.1,1
B Cs H O P Ti,4.8,1
As Be H O Sr,5.0,1
Co F O Sr,3.5,1
N Sb,4.7,2
B H Mg N Na,4.4,1
Ba Ca F Mg,5.9,1
Cu O Sr Ti,3.4,1
Ag La Mg,4.3,6
Cu O Ti Y,4.0,1
Au Ba Ge,3.6,5
Dy Fe Mn O,3.9,1
Am C H N O,3.5,1
Cr H Mo O Y,4.1,1
Al H Mo O Y,4.9,1
Al H Mo O Yb,4.8,1
Cr H Mo O Yb,5.2,1
Ca Cu Ga O Sr Tm,4.4,1
Ca Co Cu Ga O Sr Tm,3.9,1
As Ca Fe,3.9,2
Ba Bi O Zr,4.2,1
Ba Gd K Mo Nd O,4.8,1
Al H I O Zn,5.2,1
Al H O S Zn,5.7,3
Cd H Na O S,4.9,2
Cd Na O S,4.3,2
Cr K Mg Mo O Sc,4.1,1
B Li O Rb,4.9,2
As Ba O U,5.1,2
As Ba Ca O U,4.3,1
Ce N O Si Y,5.6,2
B Co H N O,5.0,2
F Li Mn O S,4.3,1
F Fe Li Mn O S,4.8,2
Al B Bi O Pb,5.2,1
Co Fe Mg O,4.1,1
Cd Fe Na O P,3.6,1
B H K O Si,5.2,2
H Mo Na O Zr,4.4,1
Bi Eu O Sr Ta,3.7,1
Fe Li Mn O Si,4.6,2
Ru Sb Te,3.0,1
F Fe Pb,5.5,1
Al Ge H Li O,5.2,2
As Ca H Mn O Zn,4.6,1
Cl Fe H O Si,4.4,1
C F H N O P,5.0,4
Eu Li Mo O,4.4,1
C H I N O Pr S,4.9,1
Fe Mg Na O Si,5.0,2
B Ce Cl H O,4.9,2
Hf Te Ti,6.4,1
C Cl Cu H N S,4.8,2
C Cl H N Ni S,5.1,2
C O S,5.6,3
B C F H N O,5.5,2
Co H O P Pb,4.1,1
B Be Li O Sr,4.3,1
B Na O Sc,4.7,3
Ge H Mn O P,5.0,1
Ca Ga S,4.4,2
Ag As Mn O,4.3,1
Cu Se Th Tl,5.1,1
K Na Ni O P,4.1,1
Fe H K O P,5.0,9
Fe K Mg O P,4.5,3
As Co Na O,5.2,3
Al Ca O Pb,4.9,1
Co H Mo O,5.0,4
Mo Rb S Sc,4.6,1
Cs Eu Ge H K O W,4.4,1
Fe O Sn Zn Zr,3.7,1
B C Ca H Na O,3.9,1
Fe H K Li Mg Na O Si Ti,4.0,1
Cu Eu Nd S,4.5,1
Ca H N O V,4.4,2
Ba Bi Cl Nb O Pb,5.1,1
Cl Cs N O U,5.2,1
La Mo Na O Tm,5.4,1
Ba H Ni O V,3.6,1
Cl Cu Ga P,5.2,1
Au Cl Ga P,5.4,1
Ag H K O P W,4.8,1
As Br Cs O V,4.6,1
Ga H K Na Nb O,4.6,1
H I O Pb Pt,5.0,1
Al H K Nb O,4.0,1
Cs Ga H Na Nb O,4.0,1
Fe H Mg O P,4.9,2
O Sb W,5.1,3
H K O S W,5.1,2
H K Mo O S,5.1,4
H Mo O Rb S,2.4,1
K O S W,5.1,2
H Na O U V,4.5,1
O Ru Sr Zn,5.6,3
Ni O Ru Sr,4.9,4
Ba O Ru Sr Zn,4.0,1
Na O Si Tb,5.2,2
Ba C Fe H Mn N O Rb,3.4,1
Co Dy Mn O,3.6,1
I K O,5.7,5
Ba Fe O Se,4.7,3
Ce La Te,4.7,1
C Co D0+ Fe K N O,3.0,1
Ni O Sr V,4.0,1
B Co Mn O,4.8,2
Ho Mg Pb,5.1,1
Dy Mg Pb,4.7,1
Mg Pb Tb,5.0,1
Er Mg Pb,5.5,1
Mg Pb Tm,5.4,1
Mg Pb Sm,4.7,1
Gd Mg Pb,4.5,1
Mg Pr Sn,3.7,1
Ce Mg Sn,4.8,2
Mg Sn Yb,3.5,1
Fe Mg Mn O Zn,4.1,1
Ga Gd O Tb,4.7,1
La Mn Ni O Ti,3.4,1
Ba Cr La Mn O,2.9,1
K Li Na Nb O,3.5,1
Bi Fe O Zr,4.9,2
C Ge Nb,3.7,2
Al Mn O Tb,4.5,1
Ba Co Ge O,4.8,2
La Mn O Se,4.4,2
In Pt Pu,3.7,2
Fe La Mn O Se,4.1,1
Co Ir O Sr,4.7,4
La Mn O Sc,3.9,1
La Mn O Sc Tb,4.4,1
Co In Pu,4.3,1
B Fe O Sm,4.3,1
Cd Ce Cr Se,4.1,1
H W,4.6,1
Ca H O Pr Si,4.8,1
B Ca Co H K O P,4.8,1
Ge La Li Si,3.3,1
Ag P Zn,4.0,1
Mo O Pr Sc,4.9,1
Ca Cl H O P,2.7,1
Fe Nd O Ru Sr,4.8,1
Fe O Pr Ru Sr,4.6,2
Al C Ca H O,5.3,3
B H K Mn O P,4.9,3
Al B Mn O Pb,3.6,1
Bi Sn Yb,3.8,1
Ga O Zn,4.7,2
Bi Ca Na O Ti,3.9,2
Ga Gd N,4.4,1
O Pu V,4.6,2
H Mg N O S Zn,4.7,1
H K N Na O P,4.7,2
Al B Gd O Tb,4.6,1
Al B Eu Gd O Tb,4.6,1
F K Na Nb O,5.4,2
Bi O Si Sm Ti,4.4,1
Bi Nb O Ta,4.9,2
La Nd O Si,4.7,2
Fe Mg Na O P,4.2,1
Nd Pd Zn,3.3,1
Pd Y Zn,3.6,2
Lu Pd Zn,3.5,1
Sn Ti Tm,3.7,1
Sn Ti Y,4.0,1
Gd Sn Ti,3.8,1
Sn Tb Ti,3.8,1
Ho Sn Ti,3.8,1
Er Sn Ti,3.8,1
Dy Sn Ti,3.7,1
Er Ge In,4.1,1
Al Cu Mo,2.7,1
Al Ni W,2.7,1
Ge Li Tb,4.2,1
Ce Ir P,3.4,1
H K Na O W,5.5,5
Ir P Pr,3.4,2
Ir La P,3.4,2
As Ir La,3.4,2
Ga La Li O Zr,4.2,1
Cr H K Nb O,4.4,1
Co F H O P,5.1,4
Co F O Te,5.6,1
Ba Rh Si,4.5,3
Co F K O P,4.9,1
Co F O Se,4.4,1
Co F H K O P,4.9,1
As Fe Ga Li,3.7,1
Mn Nd Ni O,3.5,1
Mn Ni O Sm,3.4,1
Bi Fe Mn Nd O,4.3,2
Nd Ni O Sm Sr,5.5,1
Al Ba Ca Fe H K Mg Na O Si,4.4,1
Ba Ga Ge Sn,3.9,1
Ba O Ru Ti,4.3,4
Fe Mo N O Sr,3.7,1
Al K Sn,4.1,2
Ag Nb Nd O,4.2,1
Ge H K N Si Zn,4.0,1
C F H O,5.8,4
Ge Nd Si,3.7,1
F O Pa,4.3,1
Ag Eu In,3.2,2
Al Ga Ni Y,3.4,1
Al Ga Gd Ni,3.3,1
Ca Na Nb O Sr,4.1,1
Al Li O P Ta,4.1,1
Al Ge Li O P,4.7,2
Ba Co In O,4.7,2
Li Mn N O,4.2,1
C Cu H O,4.9,7
H Mg Mn O S U,4.5,1
Ca Ge H O S,3.9,1
Cl H K O Sn,3.5,1
H In N O P,5.1,4
C F H K O,5.4,2
Ba Ge S Sb,4.5,1
Ag Ca O P,5.6,1
As H Mg O,5.4,4
H Li O Sn,4.5,2
C Cu H N Pd,4.1,1
Ba La Li O W,3.7,1
B K O P Ta,3.7,1
B K Li O Sc,3.9,1
B Ba F O,4.6,4
B K O Se,4.5,2
P Pt Sr,3.3,2
B Na O Se,4.8,1
La P Pt,3.8,2
B Fe Ga Gd O,4.4,1
Ce Co Na O,3.1,1
C Cl H N Na O,5.5,3
Br C H N O,5.3,3
Ag C N,4.4,4
B C Pr Rh,3.5,1
B C Ce Rh,3.0,1
B C Nd Rh,3.2,1
B C Rh Sm,3.1,1
B C Dy Rh,2.6,1
B C Rh Y,3.1,2
B C Ru Y,2.9,1
B C Ir Y,3.8,1
B C Dy Fe,3.5,1
B C Co Dy,3.4,1
B C Fe Gd,3.8,1
In Pt Th U,3.9,1
Ga Ge Mn Sc,4.1,2
Ga Ge Mn Sm,3.8,1
Ga Ge Lu Mn,4.0,1
Ga Ge Mn Tb,3.4,2
Ga Ge Ho Mn,3.0,1
Ga Ge Mn Tm,4.1,1
Cu Eu O Th,4.8,1
Cu Gd O Th,4.8,1
In Mn Sn Tm,3.7,1
Er In Mn Sn,3.9,1
Ba La Mg Mn O Ti,4.1,1
Ba Mg Mn O Pr Ti,4.2,1
Ba Ho Mg Mn O Ti,4.2,1
Ba Mg Mn O Tb Ti,4.3,1
Ba Er Mg Mn O Ti,4.7,1
Ba Gd Mg Mn O Ti,4.4,1
Ba Dy Mg Mn O Ti,4.2,1
Ba Mg Mn O Ti Yb,4.4,1
Cr O P Sr Zr,4.8,1
Ba Cr O P Zr,4.9,1
Ba O P Sm,4.4,1
Ca La O Pb Sr,4.5,1
La O Pb Sr,5.1,1
Ba La O Pb Sr,4.7,1
Cu Fe Si Te,5.3,1
Ag Fe Sn Te,5.0,1
Ag Fe Se Sn,4.7,1
Ca Ce Nb O,3.8,1
Fe H Nb Y,3.2,1
Fe Gd H Nb,3.4,1
Er Fe H Nb,3.3,1
Fe H Nb Tb,3.2,1
Dy Fe H Nb,3.3,1
Fe H Ho Nb,3.3,1
H N O Sb W Zn,4.6,1
Gd Ge Mn Nd,3.6,1
Ba N O Sr,4.6,1
Ce Nd O S,4.5,1
Ga In Mn Se,4.3,2
Eu Mn Nb O,4.8,1
Ga O S Zn,5.1,1
H Np O Rb,4.6,2
Cs H Np O,4.5,2
H O Pu Rb,4.7,2
Fe Mg O P Pb,5.4,1
Ca Eu Mg Mn O Si,3.6,1
Au Ba Si,4.0,3
Ba Li Lu Mo O Tm,3.5,1
H K Mn Mo Na O,4.8,2
H Mn Mo O,4.1,2
H Mn Mo Ni O,3.5,1
B Cd O Pb,5.0,3
La Li Nb O Y,4.2,1
B H Zr,4.6,1
Al Ca Eu O Y,3.4,1
As F Na,6.2,2
Cs F Mn Mo O,5.0,1
O Pb S Ti,5.1,1
Ge O Pb S,5.6,1
Ba O S Ti,4.6,1
O S Si Sr,5.3,1
Ge O S Sr,5.4,1
Ba O S Si,5.6,1
Ba Ge O S,5.1,1
Ce In Ni Pd,4.9,1
Bi Ca Fe O,4.9,6
Cl Cu H O Zn,4.7,3
Cl Co Cu H O,4.4,2
Ba Co Na O V,3.4,1
Ba Mn Na O V,3.7,2
Au Ge Yb,3.7,4
O Pr Ru Sr Zn,4.2,1
Co O Pr Ru Sr,3.9,1
Mg O Pr Ru Sr,4.4,2
Ni O Pr Ru Sr,4.1,2
D0+ Mg Ni Pr,4.7,2
D0+ La Mg Ni,5.4,5
O Rb Sm Ta,3.9,1
Nd O Rb Ta,3.9,1
O Pr Rb Ta,4.4,1
Al Mo O Sr,4.2,2
Al Eu Mo O,4.1,1
Ga Mo O Sr,3.6,1
Bi Cu P Se,5.2,1
Ag P Sb Se,5.0,1
Ag Bi P Se,5.2,1
Co In S Se,4.0,1
Cr N O,2.8,1
Cs O Rb V,4.5,1
La O Se Te,4.7,1
Cs Cu Mn Se,3.7,1
Cu Mn Rb Se,3.7,1
Cu K Mn Se,3.6,1
Ba Co O Sc,4.7,1
Gd La O P,4.2,1
Mo Se Ta W,4.4,1
Bi Ga Nb O,4.5,1
Bi In Nb O,5.1,2
Co Ge Ni O,5.0,2
Cl H Mo Rb W,4.7,1
Al Co Mn Tb,3.2,1
Mn Na O Zn,2.8,1
Co Mn Na O,3.6,2
Li Mn Na O,4.5,5
Al Mn Na O,3.0,1
Fe Li Mn Na O,3.4,1
Li Mn Na O Zn,3.7,1
Co Li Mn Na O,3.6,2
Li Mn Na Ni O,3.7,3
Al Li Mn Na O,3.7,1
Al Cr Cu U,3.1,1
Ga Gd Sb,4.0,1
Bi Ga Gd,3.9,1
Ba Nd O Ti,3.5,3
Ba O Pr Ti,4.4,2
Ba O Sm Ti,4.4,3
Al Co La Ni,3.6,1
Co La Mn Ni,3.7,1
La Mg Nb O Pb,4.2,1
Ba La Na Nb O,4.8,1
Ba Eu Na Nb O,4.8,1
Ba Gd Na Nb O,4.3,1
Ba Nb O Sr Ti,5.1,2
Na O Pb Ta,3.8,1
K Na Nb O Sr,4.5,1
Cd Mo O U,5.3,2
Mn Mo O U,4.7,2
Ca Mo O U,4.5,1
Mo O Pb U,4.2,1
Hg Mo O U,4.2,1
Cu S Sb Zn,3.7,1
Cu Mn S Sb,4.1,1
C Ca Fe Mg Mn O,3.1,1
Cu Fe S Sb,4.2,1
Al Ca F Mg Na O Sc Si,4.3,2
C Fe H K N O Pr,3.1,1
Al Ca H Mg Na O Sc Si,4.6,1
C Ce Fe H K N O,4.5,1
Cr H N O Pd,5.0,2
Ca Cl O Si Zn,4.6,1
Ru Sb Tm,3.6,1
Ca Cu Ho O Pb Sr,4.3,3
O Te Th,5.1,2
H Li Mn O P,5.2,3
D0+ Li Mn O P,3.2,1
As H Li Mn O,4.3,1
Ca Co H K Na O Si,4.9,1
Ca H K Na Ni O Si,4.8,1
Ca H K Mg Na O Si,3.8,1
Ag C Cs N S Sr,4.3,1
C Cs Cu N S Sr,4.6,1
Ba C Cs Cu N S,4.6,1
Ag Ba C Cs N S,4.6,1
Cr H O Pr,4.9,2
Cr H La O,5.1,2
Cr H Nd O,4.8,3
Cr H O Sm,4.7,1
Cr Eu H O,5.3,2
I Nd O,6.0,2
Nb O Sb,4.8,1
Ba O Ti Zn,3.9,1
Ba O P Zr,4.5,2
K O Ti Zn,4.8,2
Bi Fe O Tm,5.2,2
Bi Fe O Yb,5.3,1
Al C H N O,4.8,1
Pd Sb Zr,3.9,2
S Sr V,4.0,1
Hg O S,5.2,4
C Cr H K N O,4.0,1
Ba Ge Sr Zn,5.2,1
La Na Nb O,3.7,3
La Na O Ta,4.1,2
Cr In Li O,3.5,1
Cr Nd Se Zn,4.2,1
B F La O,5.4,2
Cr Cu Gd Se,3.4,1
Fe La Na Nb O Pb,3.9,1
As H K O Se,5.0,2
Cd Cr Se Ti,3.9,1
As Co Fe H Mo N O,4.6,1
Er F K Yb,5.4,1
H Ni O Si W,4.9,1
As Ca H O W,4.8,1
Ba H O P U,5.1,4
C H Mo N O Re,4.5,1
La Nb Ni O,3.6,1
Co La Nb Ni O,4.0,1
Bi Ce Li Na Nb O,4.5,1
F H Mn Na O P,5.1,1
F Mn Na O P,5.3,2
F K Mn O P,5.1,2
F Li Mn O P,4.7,1
Cs F Mn O P,5.2,1
F Mn O P Rb,5.0,1
H K Mn O Si W,4.9,3
B H Rb Y,4.8,2
Ca N O Si,4.6,2
Ni O P Pb,5.1,1
B Cl H Li Rb Y,4.2,1
B Cs H Y,4.4,1
Ba F Ga Mn S,4.8,1
I O Tl V,5.3,1
B Cl Cs H Li Y,4.2,1
Ba F In Mn S,5.2,1
N Na O P V,4.4,1
Ca H O P Sn,4.3,1
C Cl H Hg N S,5.3,6
C Co H Na O P,3.7,1
K Mo Na S,3.1,1
As K Mo Na O,3.9,1
H Mn O P Sr,4.7,1
C Hg N Se Zn,4.5,1
Ba Mn O P,4.9,4
Al As Co Li Na O,4.1,1
As Cd Na O,5.1,2
Cr Li O P,4.6,4
Li Ni Sn Tm,4.5,1
As Co Na O P,4.0,1
Cu Sb V,3.6,2
Co In Y,4.6,4
Co In Tm,3.9,2
Gd Ge Lu,3.4,1
Cu Ga Tm,3.3,1
Er Ga Ti,2.8,1
Cr La Mn O Sr,5.4,6
Ca Cl Fe O Se,5.2,1
Br Ca Fe O Se,5.1,1
Cr La Mn Nd O Sr,4.0,2
Cl Cu O Pb Se,4.9,1
Cl Cr O Te,5.2,1
Br Cl Hg,5.3,1
Cl Cu O Pb Te,5.3,2
H K O Si W,4.9,4
C Cr Cu H O,2.3,1
Cl Cr Cu H O,2.4,1
Br Cr Cu H O,1.6,1
C Cd H K O Ru,4.7,2
Al Cl H O,5.1,3
C F Li N O Sr,5.0,1
Al Br H O,5.0,4
C Li N O Sr,4.8,1
C Cl H K O Ru Zn,5.1,1
Ba Se Sn,5.3,3
Li Ni O Te,4.3,1
C H Li N,4.9,2
As Cl Ga Hg S,5.4,1
Ag As H Mo N O,5.5,2
Bi H O P,5.4,2
Ag H O Pr Si W,4.9,1
Ag Ce H O Si W,5.0,1
B H O Tm,5.8,2
Al F Na Rb,5.8,3
Na Nb O Ta,4.2,3
Al Gd K O Si,4.8,1
C H I N S Zn,5.8,1
H La Nd O Si,4.5,1
Ga Gd Si,3.7,1
Eu In Zn,2.9,1
Ba Ge In Li,3.5,1
Ba K Li Na Nb O Ti,4.1,1
Ba Li Na Nb O Ti,4.1,1
Eu Mg Sn,4.9,3
Ba Ga S Sb,5.1,1
Ca La S Sn,4.2,1
Cu Mn O V Y,4.3,1
Cu Ho Mn O V,3.9,1
Cu Mn O Tm V,3.5,1
Cu Mn O V Yb,3.8,1
Cu Lu Mn O V,4.3,1
F La O Si Sr,4.6,1
F Fe Zn,6.6,1
F La O P Si Sr,4.6,1
Ce Lu O S,4.6,1
Ce O S Y,5.0,1
Ba Nb O Sm Ti,4.7,2
Ba Gd Nb O Ti,4.4,1
Bi Na O W Yb,5.1,1
Bi Nb O Ru Sr,4.6,1
Ca Cu F O Sr Tl,4.3,1
Ba Bi O Tl,4.9,1
Ba Bi O Pb Tl,5.0,3
Bi Ca Cu Fe O Pb Sr,4.7,1
Gd Ge Mn Si,3.4,1
Ba Cu La Nb O Pr,4.3,1
O Rh Sr Ta,4.2,2
Ge Ho Mn Pr,3.6,1
C La Ni Th,3.1,1
C Ni Th Y,3.9,1
Mn O Pb Ti,4.4,1
Cr La Mn O Te,4.5,1
Fe Mg Mn O Ti,4.5,1
La O P Pu,5.2,1
In Mn Sn Yb,3.8,1
As Cl Hg Zr,5.6,1
Eu N O Ti,3.9,1
H K Na O Pd W,5.1,1
